B_COUNTRY_,FIPS_ADMIN_banding,E_COUNTRY_,FIPS_ADMIN_Recov,Group_spec,Total
US,US25,US,US12,"Ducks, geese, and swans (Anatidae)",2
US,US25,US,US12,"Gulls, terns, and allies (Laridae)",15
US,US25,US,US13,"Ducks, geese, and swans (Anatidae)",29
US,US25,US,US13,"Gulls, terns, and allies (Laridae)",3
US,US25,US,US17,"Ducks, geese, and swans (Anatidae)",5
US,US25,US,US18,"Ducks, geese, and swans (Anatidae)",3
US,US25,US,US19,"Ducks, geese, and swans (Anatidae)",3
US,US25,US,US20,"Ducks, geese, and swans (Anatidae)",1
US,US25,US,US22,"Ducks, geese, and swans (Anatidae)",1
US,US25,US,US22,"Gulls, terns, and allies (Laridae)",1
US,US25,US,US23,"Ducks, geese, and swans (Anatidae)",266
US,US25,US,US23,"Gulls, terns, and allies (Laridae)",50
US,US25,US,US24,"Ducks, geese, and swans (Anatidae)",68
US,US25,US,US24,"Gulls, terns, and allies (Laridae)",16
US,US25,US,US24,Sandpipers and Charadriidae,1
US,US25,US,US25,Cormorants and shags (Phalacrocoracidae),7
US,US25,US,US25,"Ducks, geese, and swans (Anatidae)",5715
US,US25,US,US25,Grebes (Podicipedidae),3
US,US25,US,US25,"Gulls, terns, and allies (Laridae)",471
US,US25,US,US26,"Ducks, geese, and swans (Anatidae)",7
US,US25,US,US26,"Gulls, terns, and allies (Laridae)",2
US,US25,US,US27,"Ducks, geese, and swans (Anatidae)",11
US,US25,US,US27,"Gulls, terns, and allies (Laridae)",1
US,US25,US,US28,"Ducks, geese, and swans (Anatidae)",4
US,US25,US,US33,"Ducks, geese, and swans (Anatidae)",359
US,US25,US,US33,"Gulls, terns, and allies (Laridae)",15
US,US25,US,US34,"Ducks, geese, and swans (Anatidae)",161
US,US25,US,US34,"Gulls, terns, and allies (Laridae)",95
US,US25,US,US34,Sandpipers and Charadriidae,1
US,US25,US,US36,"Ducks, geese, and swans (Anatidae)",222
US,US25,US,US36,"Gulls, terns, and allies (Laridae)",170
US,US25,US,US36,Sandpipers and Charadriidae,1
US,US25,US,US37,Cormorants and shags (Phalacrocoracidae),4
US,US25,US,US37,"Ducks, geese, and swans (Anatidae)",119
US,US25,US,US37,"Gulls, terns, and allies (Laridae)",16
US,US25,US,US37,Sandpipers and Charadriidae,1
US,US25,US,US38,"Ducks, geese, and swans (Anatidae)",1
US,US25,US,US39,"Ducks, geese, and swans (Anatidae)",4
US,US25,US,US39,Herons (Ardeidae),1
US,US25,US,US39,Sandpipers and Charadriidae,1
US,US25,US,US42,"Ducks, geese, and swans (Anatidae)",14
US,US25,US,US42,"Gulls, terns, and allies (Laridae)",12
US,US25,US,US44,"Ducks, geese, and swans (Anatidae)",177
US,US25,US,US44,"Gulls, terns, and allies (Laridae)",59
US,US25,US,US45,Cormorants and shags (Phalacrocoracidae),1
US,US25,US,US45,"Ducks, geese, and swans (Anatidae)",70
US,US25,US,US45,"Gulls, terns, and allies (Laridae)",13
US,US25,US,US46,"Ducks, geese, and swans (Anatidae)",1
US,US25,US,US47,"Ducks, geese, and swans (Anatidae)",8
US,US25,US,US49,"Ducks, geese, and swans (Anatidae)",1
US,US25,US,US50,"Ducks, geese, and swans (Anatidae)",3387
US,US25,US,US50,"Gulls, terns, and allies (Laridae)",10
US,US25,US,US51,"Ducks, geese, and swans (Anatidae)",89
US,US25,US,US51,"Gulls, terns, and allies (Laridae)",25
US,US25,US,US51,Sandpipers and Charadriidae,2
US,US25,US,US55,"Ducks, geese, and swans (Anatidae)",8
US,US25,VE,VE24,Sandpipers and Charadriidae,1
US,US26,00,GH09,"Gulls, terns, and allies (Laridae)",8
US,US26,94,US12,"Gulls, terns, and allies (Laridae)",1
US,US26,BF,BF,"Ducks, geese, and swans (Anatidae)",5
US,US26,CA,CA01,"Ducks, geese, and swans (Anatidae)",19
US,US26,CA,CA03,"Ducks, geese, and swans (Anatidae)",134
US,US26,CA,CA05,"Gulls, terns, and allies (Laridae)",2
US,US26,CA,CA08,"Ducks, geese, and swans (Anatidae)",316
US,US26,CA,CA08,"Gulls, terns, and allies (Laridae)",1190
US,US26,CA,CA10,"Ducks, geese, and swans (Anatidae)",14
US,US26,CA,CA10,"Gulls, terns, and allies (Laridae)",52
US,US26,CA,CA11,"Ducks, geese, and swans (Anatidae)",31
US,US26,CA,CA11,"Gulls, terns, and allies (Laridae)",3
US,US26,CA,CA13,"Ducks, geese, and swans (Anatidae)",5
US,US26,CA,CA14,"Ducks, geese, and swans (Anatidae)",1
US,US26,CA,GH09,"Gulls, terns, and allies (Laridae)",6
US,US26,CA,US26,"Gulls, terns, and allies (Laridae)",14
US,US26,CA,US36,"Gulls, terns, and allies (Laridae)",5
US,US26,CO,CO29,"Gulls, terns, and allies (Laridae)",1
US,US26,CO,GH09,"Gulls, terns, and allies (Laridae)",1
US,US26,CU,CU01,"Ducks, geese, and swans (Anatidae)",1
US,US26,CU,CU03,"Ducks, geese, and swans (Anatidae)",1
US,US26,CU,CU03,"Gulls, terns, and allies (Laridae)",1
US,US26,CU,CU05,"Ducks, geese, and swans (Anatidae)",1
US,US26,CU,CU07,"Ducks, geese, and swans (Anatidae)",1
US,US26,CU,CU15,"Ducks, geese, and swans (Anatidae)",1
US,US26,DR,DR14,"Gulls, terns, and allies (Laridae)",1
US,US26,DR,HA12,"Gulls, terns, and allies (Laridae)",1
US,US26,ES,GT11,"Gulls, terns, and allies (Laridae)",1
US,US26,GH,GH09,"Ducks, geese, and swans (Anatidae)",1
US,US26,GT,GT09,"Gulls, terns, and allies (Laridae)",1
US,US26,HA,HA10,"Ducks, geese, and swans (Anatidae)",1
US,US26,JM,JM12,"Ducks, geese, and swans (Anatidae)",1
US,US26,JM,JM09,"Ducks, geese, and swans (Anatidae)",1
US,US26,MX,MX23,"Gulls, terns, and allies (Laridae)",2
US,US26,MX,MX26,"Gulls, terns, and allies (Laridae)",1
US,US26,MX,MX27,"Gulls, terns, and allies (Laridae)",2
US,US26,MX,MX28,"Gulls, terns, and allies (Laridae)",1
US,US26,MX,MX30,"Gulls, terns, and allies (Laridae)",1
US,US26,NU,NU02,"Ducks, geese, and swans (Anatidae)",1
US,US26,NU,NU05,"Ducks, geese, and swans (Anatidae)",1
US,US26,PM,PM08,"Gulls, terns, and allies (Laridae)",1
US,US26,SP,SP58,"Gulls, terns, and allies (Laridae)",1
US,US26,TP,TP02,"Ducks, geese, and swans (Anatidae)",10
US,US26,US,CA08,"Gulls, terns, and allies (Laridae)",232
US,US26,US,GH09,"Gulls, terns, and allies (Laridae)",29
US,US26,US,US01,"Ducks, geese, and swans (Anatidae)",21
US,US26,US,US01,"Gulls, terns, and allies (Laridae)",51
US,US26,US,US02,"Ducks, geese, and swans (Anatidae)",16
US,US26,US,US02,Passeridae,1
US,US26,US,US05,"Ducks, geese, and swans (Anatidae)",2
US,US26,US,US05,"Gulls, terns, and allies (Laridae)",2
US,US26,US,US06,"Ducks, geese, and swans (Anatidae)",4
US,US26,US,US08,"Ducks, geese, and swans (Anatidae)",1
US,US26,US,US08,"Gulls, terns, and allies (Laridae)",1
US,US26,US,US09,"Ducks, geese, and swans (Anatidae)",1
US,US26,US,US09,"Gulls, terns, and allies (Laridae)",7
US,US26,US,US10,"Ducks, geese, and swans (Anatidae)",2
US,US26,US,US10,"Gulls, terns, and allies (Laridae)",11
US,US26,US,US12,"Ducks, geese, and swans (Anatidae)",171
US,US26,US,US12,Grebes (Podicipedidae),1
US,US26,US,US12,"Gulls, terns, and allies (Laridae)",963
US,US26,US,US13,"Ducks, geese, and swans (Anatidae)",15
US,US26,US,US13,"Gulls, terns, and allies (Laridae)",80
US,US26,US,US15,"Gulls, terns, and allies (Laridae)",1
US,US26,US,US17,"Ducks, geese, and swans (Anatidae)",22
US,US26,US,US17,"Gulls, terns, and allies (Laridae)",102
US,US26,US,US18,"Ducks, geese, and swans (Anatidae)",10
US,US26,US,US18,"Gulls, terns, and allies (Laridae)",51
US,US26,US,US19,"Ducks, geese, and swans (Anatidae)",14
US,US26,US,US19,"Gulls, terns, and allies (Laridae)",3
US,US26,US,US20,"Gulls, terns, and allies (Laridae)",3
US,US26,US,US21,"Ducks, geese, and swans (Anatidae)",7
US,US26,US,US21,"Gulls, terns, and allies (Laridae)",15
US,US26,US,US22,"Ducks, geese, and swans (Anatidae)",44
US,US26,US,US22,"Gulls, terns, and allies (Laridae)",60
US,US26,US,US23,"Ducks, geese, and swans (Anatidae)",1
US,US26,US,US23,"Gulls, terns, and allies (Laridae)",1
US,US26,US,US24,"Ducks, geese, and swans (Anatidae)",245
US,US26,US,US24,"Gulls, terns, and allies (Laridae)",72
US,US26,US,US25,"Gulls, terns, and allies (Laridae)",6
US,US26,US,US26,"Ducks, geese, and swans (Anatidae)",959
US,US26,US,US26,Grebes (Podicipedidae),1
US,US26,US,US26,"Gulls, terns, and allies (Laridae)",7586
US,US26,US,US27,"Ducks, geese, and swans (Anatidae)",178
US,US26,US,US27,"Gulls, terns, and allies (Laridae)",14
US,US26,US,US28,"Ducks, geese, and swans (Anatidae)",11
US,US26,US,US28,"Gulls, terns, and allies (Laridae)",25
US,US26,US,US29,"Ducks, geese, and swans (Anatidae)",5
US,US26,US,US29,"Gulls, terns, and allies (Laridae)",5
US,US26,US,US31,"Ducks, geese, and swans (Anatidae)",3
US,US26,US,US32,"Ducks, geese, and swans (Anatidae)",1
US,US26,US,US34,"Ducks, geese, and swans (Anatidae)",9
US,US26,US,US34,"Gulls, terns, and allies (Laridae)",25
US,US26,US,US36,"Ducks, geese, and swans (Anatidae)",101
US,US26,US,US36,"Gulls, terns, and allies (Laridae)",134
US,US26,US,US37,"Ducks, geese, and swans (Anatidae)",95
US,US26,US,US37,"Gulls, terns, and allies (Laridae)",164
US,US26,US,US38,"Ducks, geese, and swans (Anatidae)",22
US,US26,US,US39,"Ducks, geese, and swans (Anatidae)",43
US,US26,US,US39,Grebes (Podicipedidae),1
US,US26,US,US39,"Gulls, terns, and allies (Laridae)",224
US,US26,US,US40,"Ducks, geese, and swans (Anatidae)",2
US,US26,US,US42,"Ducks, geese, and swans (Anatidae)",12
US,US26,US,US42,"Gulls, terns, and allies (Laridae)",79
US,US26,US,US44,"Gulls, terns, and allies (Laridae)",2
US,US26,US,US45,"Ducks, geese, and swans (Anatidae)",40
US,US26,US,US45,"Gulls, terns, and allies (Laridae)",156
US,US26,US,US46,"Ducks, geese, and swans (Anatidae)",8
US,US26,US,US47,"Ducks, geese, and swans (Anatidae)",14
US,US26,US,US47,"Gulls, terns, and allies (Laridae)",20
US,US26,US,US48,"Ducks, geese, and swans (Anatidae)",11
US,US26,US,US48,"Gulls, terns, and allies (Laridae)",15
US,US26,US,US50,"Ducks, geese, and swans (Anatidae)",2
US,US26,US,US51,"Ducks, geese, and swans (Anatidae)",82
US,US26,US,US51,"Gulls, terns, and allies (Laridae)",105
US,US26,US,US53,"Ducks, geese, and swans (Anatidae)",1
US,US26,US,US54,"Ducks, geese, and swans (Anatidae)",3
US,US26,US,US54,"Gulls, terns, and allies (Laridae)",19
US,US26,US,US55,"Ducks, geese, and swans (Anatidae)",133
US,US26,US,US55,"Gulls, terns, and allies (Laridae)",331
US,US26,US,US56,"Gulls, terns, and allies (Laridae)",1
US,US26,VE,VE10,"Ducks, geese, and swans (Anatidae)",1
US,US27,BF,BF,"Ducks, geese, and swans (Anatidae)",1
US,US27,BF,BF,Herons (Ardeidae),1
US,US27,CA,CA01,"Ducks, geese, and swans (Anatidae)",63
US,US27,CA,CA01,Pelicans (Pelecanidae),1
US,US27,CA,CA02,"Ducks, geese, and swans (Anatidae)",3
US,US27,CA,CA03,Cormorants and shags (Phalacrocoracidae),1
US,US27,CA,CA03,"Ducks, geese, and swans (Anatidae)",931
US,US27,CA,CA03,"Gulls, terns, and allies (Laridae)",3
US,US27,CA,CA03,Herons (Ardeidae),1
US,US27,CA,CA03,Pelicans (Pelecanidae),10
US,US27,CA,CA04,"Ducks, geese, and swans (Anatidae)",2
US,US27,CA,CA05,"Ducks, geese, and swans (Anatidae)",2
US,US27,CA,CA07,"Ducks, geese, and swans (Anatidae)",1
US,US27,CA,CA08,Cormorants and shags (Phalacrocoracidae),1
US,US27,CA,CA08,"Ducks, geese, and swans (Anatidae)",757
US,US27,CA,CA10,"Ducks, geese, and swans (Anatidae)",44
US,US27,CA,CA11,"Ducks, geese, and swans (Anatidae)",259
US,US27,CA,CA11,Pelicans (Pelecanidae),2
US,US27,CA,CA13,"Ducks, geese, and swans (Anatidae)",3
US,US27,CO,CO10,Herons (Ardeidae),1
US,US27,CO,CO17,Herons (Ardeidae),1
US,US27,CS,CS03,Herons (Ardeidae),1
US,US27,CU,CU01,"Ducks, geese, and swans (Anatidae)",1
US,US27,CU,CU03,"Ducks, geese, and swans (Anatidae)",1
US,US27,CU,CU08,"Ducks, geese, and swans (Anatidae)",1
US,US27,CU,CU11,Herons (Ardeidae),1
US,US27,CU,CU12,"Ducks, geese, and swans (Anatidae)",1
US,US27,CU,CU12,Herons (Ardeidae),1
US,US27,CU,CU14,Pelicans (Pelecanidae),1
US,US27,CU,CU16,"Ducks, geese, and swans (Anatidae)",2
US,US27,EC,EC09,"Gulls, terns, and allies (Laridae)",1
US,US27,EC,EC14,"Gulls, terns, and allies (Laridae)",1
US,US27,ES,ES07,"Ducks, geese, and swans (Anatidae)",1
US,US27,GB,GB06,Pelicans (Pelecanidae),1
US,US27,GH,GH09,"Ducks, geese, and swans (Anatidae)",14
US,US27,GT,GT06,Pelicans (Pelecanidae),4
US,US27,GT,GT07,Pelicans (Pelecanidae),1
US,US27,GT,GT15,Pelicans (Pelecanidae),1
US,US27,GT,GT18,Pelicans (Pelecanidae),1
US,US27,GT,GT20,Pelicans (Pelecanidae),1
US,US27,GT,GT04,"Ducks, geese, and swans (Anatidae)",1
US,US27,HO,HO02,Pelicans (Pelecanidae),1
US,US27,JA,JA,"Ducks, geese, and swans (Anatidae)",2
US,US27,MQ,MQ,"Ducks, geese, and swans (Anatidae)",1
US,US27,MX,MX05,Pelicans (Pelecanidae),3
US,US27,MX,MX06,"Ducks, geese, and swans (Anatidae)",2
US,US27,MX,MX07,Cormorants and shags (Phalacrocoracidae),1
US,US27,MX,MX07,"Ducks, geese, and swans (Anatidae)",1
US,US27,MX,MX08,Pelicans (Pelecanidae),2
US,US27,MX,MX10,"Gulls, terns, and allies (Laridae)",1
US,US27,MX,MX11,"Ducks, geese, and swans (Anatidae)",5
US,US27,MX,MX11,"Gulls, terns, and allies (Laridae)",1
US,US27,MX,MX11,Pelicans (Pelecanidae),1
US,US27,MX,MX14,"Ducks, geese, and swans (Anatidae)",4
US,US27,MX,MX14,Pelicans (Pelecanidae),2
US,US27,MX,MX15,"Ducks, geese, and swans (Anatidae)",2
US,US27,MX,MX16,"Ducks, geese, and swans (Anatidae)",2
US,US27,MX,MX16,"Gulls, terns, and allies (Laridae)",1
US,US27,MX,MX16,Pelicans (Pelecanidae),2
US,US27,MX,MX18,"Ducks, geese, and swans (Anatidae)",1
US,US27,MX,MX18,Pelicans (Pelecanidae),1
US,US27,MX,MX19,"Ducks, geese, and swans (Anatidae)",2
US,US27,MX,MX19,Pelicans (Pelecanidae),1
US,US27,MX,MX21,Cormorants and shags (Phalacrocoracidae),1
US,US27,MX,MX21,"Ducks, geese, and swans (Anatidae)",1
US,US27,MX,MX24,Pelicans (Pelecanidae),3
US,US27,MX,MX25,"Ducks, geese, and swans (Anatidae)",8
US,US27,MX,MX27,Pelicans (Pelecanidae),1
US,US27,MX,MX28,Cormorants and shags (Phalacrocoracidae),3
US,US27,MX,MX28,"Ducks, geese, and swans (Anatidae)",7
US,US27,MX,MX28,Herons (Ardeidae),1
US,US27,MX,MX28,Pelicans (Pelecanidae),8
US,US27,MX,MX30,Cormorants and shags (Phalacrocoracidae),1
US,US27,MX,MX30,"Ducks, geese, and swans (Anatidae)",2
US,US27,MX,MX30,Pelicans (Pelecanidae),20
US,US27,MX,MX31,"Ducks, geese, and swans (Anatidae)",2
US,US27,MX,MX32,Herons (Ardeidae),1
US,US27,MX,MX32,Pelicans (Pelecanidae),1
US,US27,NU,NU10,Pelicans (Pelecanidae),1
US,US27,TP,TP02,"Ducks, geese, and swans (Anatidae)",238
US,US27,TP,TP02,Pelicans (Pelecanidae),3
US,US27,US,GH09,"Gulls, terns, and allies (Laridae)",1
US,US27,US,US01,"Ducks, geese, and swans (Anatidae)",342
US,US27,US,US01,"Gulls, terns, and allies (Laridae)",1
US,US27,US,US01,Herons (Ardeidae),1
US,US27,US,US01,Pelicans (Pelecanidae),8
US,US27,US,US02,"Ducks, geese, and swans (Anatidae)",8
US,US27,US,US02,Passeridae,2
US,US27,US,US02,Raptors,1
US,US27,US,US04,"Ducks, geese, and swans (Anatidae)",6
US,US27,US,US05,Cormorants and shags (Phalacrocoracidae),13
US,US27,US,US05,"Ducks, geese, and swans (Anatidae)",3380
US,US27,US,US05,"Gulls, terns, and allies (Laridae)",1
US,US27,US,US05,Pelicans (Pelecanidae),26
US,US27,US,US06,"Ducks, geese, and swans (Anatidae)",24
US,US27,US,US06,Sandpipers and Charadriidae,1
US,US27,US,US06,Pelicans (Pelecanidae),1
US,US27,US,US08,"Ducks, geese, and swans (Anatidae)",18
US,US27,US,US08,Pelicans (Pelecanidae),4
US,US27,US,US09,"Ducks, geese, and swans (Anatidae)",6
US,US27,US,US10,"Ducks, geese, and swans (Anatidae)",23
US,US27,US,US12,"Ducks, geese, and swans (Anatidae)",448
US,US27,US,US12,Grebes (Podicipedidae),1
US,US27,US,US12,"Gulls, terns, and allies (Laridae)",5
US,US27,US,US12,Herons (Ardeidae),4
US,US27,US,US12,Pelicans (Pelecanidae),49
US,US27,US,US13,"Ducks, geese, and swans (Anatidae)",184
US,US27,US,US13,Pelicans (Pelecanidae),2
US,US27,US,US16,"Ducks, geese, and swans (Anatidae)",10
US,US27,US,US16,Pelicans (Pelecanidae),1
US,US27,US,US17,"Ducks, geese, and swans (Anatidae)",2653
US,US27,US,US17,Pelicans (Pelecanidae),12
US,US27,US,US18,Cormorants and shags (Phalacrocoracidae),1
US,US27,US,US18,"Ducks, geese, and swans (Anatidae)",350
US,US27,US,US19,Cormorants and shags (Phalacrocoracidae),4
US,US27,US,US19,"Ducks, geese, and swans (Anatidae)",1251
US,US27,US,US19,"Gulls, terns, and allies (Laridae)",8
US,US27,US,US19,Herons (Ardeidae),1
US,US27,US,US19,Pelicans (Pelecanidae),51
US,US27,US,US20,"Ducks, geese, and swans (Anatidae)",337
US,US27,US,US20,Pelicans (Pelecanidae),18
US,US27,US,US21,"Ducks, geese, and swans (Anatidae)",360
US,US27,US,US21,"Gulls, terns, and allies (Laridae)",2
US,US27,US,US21,Pelicans (Pelecanidae),1
US,US27,US,US22,Cormorants and shags (Phalacrocoracidae),15
US,US27,US,US22,"Ducks, geese, and swans (Anatidae)",1856
US,US27,US,US22,"Gulls, terns, and allies (Laridae)",3
US,US27,US,US22,Herons (Ardeidae),3
US,US27,US,US22,Pelicans (Pelecanidae),47
US,US27,US,US23,"Ducks, geese, and swans (Anatidae)",3
US,US27,US,US24,"Ducks, geese, and swans (Anatidae)",169
US,US27,US,US24,Grebes (Podicipedidae),1
US,US27,US,US25,"Ducks, geese, and swans (Anatidae)",12
US,US27,US,US26,Cormorants and shags (Phalacrocoracidae),1
US,US27,US,US26,"Ducks, geese, and swans (Anatidae)",717
US,US27,US,US26,Grebes (Podicipedidae),1
US,US27,US,US26,"Gulls, terns, and allies (Laridae)",2
US,US27,US,US26,Pelicans (Pelecanidae),1
US,US27,US,US27,Cormorants and shags (Phalacrocoracidae),118
US,US27,US,US27,"Ducks, geese, and swans (Anatidae)",17219
US,US27,US,US27,Grebes (Podicipedidae),3
US,US27,US,US27,"Gulls, terns, and allies (Laridae)",91
US,US27,US,US27,Herons (Ardeidae),8
US,US27,US,US27,Pelicans (Pelecanidae),578
US,US27,US,US28,Cormorants and shags (Phalacrocoracidae),9
US,US27,US,US28,"Ducks, geese, and swans (Anatidae)",1253
US,US27,US,US28,"Gulls, terns, and allies (Laridae)",2
US,US27,US,US28,Herons (Ardeidae),1
US,US27,US,US28,Pelicans (Pelecanidae),22
US,US27,US,US29,"Ducks, geese, and swans (Anatidae)",1375
US,US27,US,US29,"Gulls, terns, and allies (Laridae)",1
US,US27,US,US29,Herons (Ardeidae),1
US,US27,US,US29,Pelicans (Pelecanidae),11
US,US27,US,US30,"Ducks, geese, and swans (Anatidae)",15
US,US27,US,US30,Pelicans (Pelecanidae),4
US,US27,US,US31,"Ducks, geese, and swans (Anatidae)",190
US,US27,US,US31,"Gulls, terns, and allies (Laridae)",1
US,US27,US,US31,Pelicans (Pelecanidae),9
US,US27,US,US32,Pelicans (Pelecanidae),1
US,US27,US,US33,"Ducks, geese, and swans (Anatidae)",1
US,US27,US,US34,"Ducks, geese, and swans (Anatidae)",30
US,US27,US,US34,Herons (Ardeidae),1
US,US27,US,US35,"Ducks, geese, and swans (Anatidae)",1
US,US27,US,US35,Pelicans (Pelecanidae),1
US,US27,US,US36,"Ducks, geese, and swans (Anatidae)",211
US,US27,US,US36,Grebes (Podicipedidae),1
US,US27,US,US36,Herons (Ardeidae),1
US,US27,US,US37,"Ducks, geese, and swans (Anatidae)",178
US,US27,US,US37,Herons (Ardeidae),1
US,US27,US,US37,Pelicans (Pelecanidae),1
US,US27,US,US38,Cormorants and shags (Phalacrocoracidae),2
US,US27,US,US38,"Ducks, geese, and swans (Anatidae)",707
US,US27,US,US38,"Gulls, terns, and allies (Laridae)",8
US,US27,US,US38,Herons (Ardeidae),1
US,US27,US,US38,Pelicans (Pelecanidae),17
US,US27,US,US39,"Ducks, geese, and swans (Anatidae)",254
US,US27,US,US39,"Gulls, terns, and allies (Laridae)",7
US,US27,US,US40,Cormorants and shags (Phalacrocoracidae),6
US,US27,US,US40,"Ducks, geese, and swans (Anatidae)",398
US,US27,US,US40,"Gulls, terns, and allies (Laridae)",1
US,US27,US,US40,Herons (Ardeidae),1
US,US27,US,US40,Pelicans (Pelecanidae),19
US,US27,US,US41,"Ducks, geese, and swans (Anatidae)",8
US,US27,US,US41,Pelicans (Pelecanidae),1
US,US27,US,US42,"Ducks, geese, and swans (Anatidae)",91
US,US27,US,US44,"Ducks, geese, and swans (Anatidae)",3
US,US27,US,US45,"Ducks, geese, and swans (Anatidae)",195
US,US27,US,US45,Pelicans (Pelecanidae),2
US,US27,US,US46,Cormorants and shags (Phalacrocoracidae),3
US,US27,US,US46,"Ducks, geese, and swans (Anatidae)",352
US,US27,US,US46,"Gulls, terns, and allies (Laridae)",6
US,US27,US,US46,Pelicans (Pelecanidae),34
US,US27,US,US47,"Ducks, geese, and swans (Anatidae)",1101
US,US27,US,US47,"Gulls, terns, and allies (Laridae)",1
US,US27,US,US47,Pelicans (Pelecanidae),2
US,US27,US,US48,Cormorants and shags (Phalacrocoracidae),41
US,US27,US,US48,"Ducks, geese, and swans (Anatidae)",684
US,US27,US,US48,"Gulls, terns, and allies (Laridae)",4
US,US27,US,US48,Herons (Ardeidae),3
US,US27,US,US48,Pelicans (Pelecanidae),62
US,US27,US,US49,"Ducks, geese, and swans (Anatidae)",6
US,US27,US,US50,"Ducks, geese, and swans (Anatidae)",9708
US,US27,US,US51,"Ducks, geese, and swans (Anatidae)",176
US,US27,US,US53,"Ducks, geese, and swans (Anatidae)",15
US,US27,US,US53,Pelicans (Pelecanidae),1
US,US27,US,US54,"Ducks, geese, and swans (Anatidae)",9
US,US27,US,US55,Cormorants and shags (Phalacrocoracidae),1
US,US27,US,US55,"Ducks, geese, and swans (Anatidae)",1993
US,US27,US,US55,"Gulls, terns, and allies (Laridae)",4
US,US27,US,US55,Pelicans (Pelecanidae),9
US,US27,US,US56,"Ducks, geese, and swans (Anatidae)",5
US,US27,US,US56,Pelicans (Pelecanidae),1
US,US28,BH,BH01,Herons (Ardeidae),6
US,US28,BH,BH02,Herons (Ardeidae),3
US,US28,BH,BH03,Herons (Ardeidae),2
US,US28,CA,CA01,"Ducks, geese, and swans (Anatidae)",46
US,US28,CA,CA02,"Ducks, geese, and swans (Anatidae)",2
US,US28,CA,CA03,"Ducks, geese, and swans (Anatidae)",90
US,US28,CA,CA08,"Ducks, geese, and swans (Anatidae)",53
US,US28,CA,CA10,"Ducks, geese, and swans (Anatidae)",3
US,US28,CA,CA11,"Ducks, geese, and swans (Anatidae)",157
US,US28,CA,CA11,Herons (Ardeidae),1
US,US28,CA,CA13,"Ducks, geese, and swans (Anatidae)",1
US,US28,CO,CO12,Herons (Ardeidae),2
US,US28,CO,CO35,Herons (Ardeidae),1
US,US28,CS,CS06,Herons (Ardeidae),1
US,US28,CU,CU01,Herons (Ardeidae),5
US,US28,CU,CU02,Herons (Ardeidae),1
US,US28,CU,CU03,Herons (Ardeidae),3
US,US28,CU,CU08,Herons (Ardeidae),1
US,US28,CU,CU11,Herons (Ardeidae),2
US,US28,CU,CU12,Herons (Ardeidae),1
US,US28,CU,CU16,Herons (Ardeidae),1
US,US28,DR,DR21,Herons (Ardeidae),1
US,US28,ES,ES10,Herons (Ardeidae),1
US,US28,GH,GH09,"Ducks, geese, and swans (Anatidae)",1
US,US28,HO,HO04,Herons (Ardeidae),1
US,US28,JM,JM12,Herons (Ardeidae),1
US,US28,JM,JM10,Herons (Ardeidae),1
US,US28,JM,JM16,Herons (Ardeidae),1
US,US28,MX,MX23,Herons (Ardeidae),1
US,US28,MX,MX25,Herons (Ardeidae),1
US,US28,MX,MX26,Herons (Ardeidae),1
US,US28,MX,MX27,Herons (Ardeidae),1
US,US28,MX,MX30,Herons (Ardeidae),2
US,US28,NU,NU03,Herons (Ardeidae),1
US,US28,PM,PM10,Herons (Ardeidae),2
US,US28,PO,PO23,Herons (Ardeidae),1
US,US28,TP,TP02,"Ducks, geese, and swans (Anatidae)",41
US,US28,US,US01,"Ducks, geese, and swans (Anatidae)",74
US,US28,US,US01,Herons (Ardeidae),1
US,US28,US,US02,"Ducks, geese, and swans (Anatidae)",3
US,US28,US,US04,"Ducks, geese, and swans (Anatidae)",2
US,US28,US,US05,"Ducks, geese, and swans (Anatidae)",408
US,US28,US,US05,Herons (Ardeidae),53
US,US28,US,US05,Pelicans (Pelecanidae),1
US,US28,US,US06,"Ducks, geese, and swans (Anatidae)",6
US,US28,US,US06,Herons (Ardeidae),5
US,US28,US,US08,"Ducks, geese, and swans (Anatidae)",4
US,US28,US,US09,"Ducks, geese, and swans (Anatidae)",1
US,US28,US,US10,"Ducks, geese, and swans (Anatidae)",1
US,US28,US,US12,"Ducks, geese, and swans (Anatidae)",86
US,US28,US,US12,"Gulls, terns, and allies (Laridae)",3
US,US28,US,US12,Herons (Ardeidae),15
US,US28,US,US13,"Ducks, geese, and swans (Anatidae)",31
US,US28,US,US13,Herons (Ardeidae),2
US,US28,US,US17,"Ducks, geese, and swans (Anatidae)",171
US,US28,US,US17,Herons (Ardeidae),6
US,US28,US,US18,"Ducks, geese, and swans (Anatidae)",23
US,US28,US,US19,"Ducks, geese, and swans (Anatidae)",74
US,US28,US,US19,Herons (Ardeidae),1
US,US28,US,US20,"Ducks, geese, and swans (Anatidae)",29
US,US28,US,US21,"Ducks, geese, and swans (Anatidae)",17
US,US28,US,US21,Herons (Ardeidae),1
US,US28,US,US22,"Ducks, geese, and swans (Anatidae)",311
US,US28,US,US22,Herons (Ardeidae),30
US,US28,US,US23,"Ducks, geese, and swans (Anatidae)",1
US,US28,US,US24,"Ducks, geese, and swans (Anatidae)",1
US,US28,US,US26,"Ducks, geese, and swans (Anatidae)",50
US,US28,US,US27,"Ducks, geese, and swans (Anatidae)",409
US,US28,US,US28,"Ducks, geese, and swans (Anatidae)",928
